user_id,Pizza_ordered,Burger_ordered,Pasta_ordered,Pizza_available,Burger_available,Pasta_available,Samosa_ordered,Samosa_available,Kachori_ordered,Kachori_available,Vadapav_ordered,Vadapav_available,Dosa_ordered,Dosa_available,Noodles_ordered,Noodles_available,Maggie_ordered,Maggie_available,target
1300,1,1,0,0,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1
1301,0,0,1,0,1,1,0,0,1,0,1,1,0,1,1,1,1,0,1
1302,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,1,0
1303,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0
1304,1,1,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,0
1305,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,1,1
1306,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0
1307,1,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1
1308,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0,0,1,0
1309,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0
1310,1,1,0,1,0,1,1,1,0,1,0,1,0,1,1,0,1,1,1
1311,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,1
1312,1,1,1,0,0,1,1,1,1,0,0,1,1,0,1,1,1,1,1
1313,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1,1
1314,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
1315,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1
1316,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1
1317,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,1,1,1
1318,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
1319,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,1,0,1
1320,0,1,1,1,0,1,0,1,1,1,0,1,1,1,0,0,1,0,1
1321,1,1,1,0,0,1,1,1,1,0,0,1,0,0,1,0,0,1,1
1322,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1
1323,0,1,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,1
1324,1,0,0,1,1,0,1,0,0,1,1,0,0,1,1,1,1,1,1
1325,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0
1326,0,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1
1327,0,0,1,1,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0
1328,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,1
1329,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,1,1,1,1
1330,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0
1331,1,1,0,1,0,1,1,1,0,1,0,1,1,0,1,0,0,1,1
1332,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0
1333,0,1,1,1,0,0,0,1,1,1,0,0,1,1,1,1,0,1,0
1334,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,1,1,0,1
1335,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1
1336,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,1,1,1,1
1337,0,1,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1
1338,1,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0,0,1
1339,1,0,0,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0
1340,1,1,0,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,1
1341,0,0,1,0,1,1,0,0,1,0,1,1,1,1,1,0,1,1,1
1342,1,1,0,1,1,0,1,1,0,1,1,0,0,0,1,0,1,0,1
1343,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0
1344,0,1,1,0,1,0,0,1,1,0,1,0,1,1,1,1,1,0,1
1345,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0
1346,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0
1347,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,0
1348,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0
1349,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,1,0
1350,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1351,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,1
1352,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,1
1353,0,1,0,0,1,1,0,1,0,0,1,1,1,1,1,1,0,1,1
1354,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1
1355,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
1356,1,0,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0,1,1
1357,1,1,0,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1,1
1358,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,1,1,0
1359,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0
1360,0,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0,0,1
1361,1,1,0,1,0,0,1,1,0,1,0,0,0,1,1,1,0,0,1
1362,1,1,0,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1
1363,0,1,0,0,1,1,0,1,0,0,1,1,0,1,1,1,0,0,1
1364,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0
1365,1,1,0,0,1,1,1,1,0,0,1,1,0,1,0,0,0,0,1
1366,1,0,1,0,1,1,1,0,1,0,1,1,0,0,1,1,1,1,1
1367,0,0,1,1,1,0,0,0,1,1,1,0,0,1,1,1,1,1,0
1368,1,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1
1369,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
1370,1,1,1,0,0,1,1,1,1,0,0,1,1,0,1,0,1,0,1
1371,0,0,1,1,1,1,0,0,1,1,1,1,0,1,0,0,1,0,1
1372,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,1,1,1,0
1373,1,1,1,0,0,0,1,1,1,0,0,0,1,1,0,1,0,0,0
1374,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1
1375,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,1,1,1,0
1376,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1,1,0,0,1
1377,1,1,1,0,0,1,1,1,1,0,0,1,0,0,1,0,0,1,1
1378,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,0,0,1
1379,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,0
1380,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1
1381,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1
1382,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,1,1,1,0
1383,0,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,1,1,1
1384,1,0,1,1,1,0,1,0,1,1,1,0,1,1,0,0,1,0,1
1385,0,0,1,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0
1386,1,1,0,1,1,0,1,1,0,1,1,0,0,0,0,1,0,0,1
1387,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
1388,1,0,1,1,1,0,1,0,1,1,1,0,0,1,1,1,1,1,1
1389,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,0
1390,0,1,0,1,1,0,0,1,0,1,1,0,1,0,0,0,0,1,1
1391,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0
1392,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,0,0,1
1393,1,0,1,1,1,0,1,0,1,1,1,0,1,0,1,0,1,0,1
1394,1,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,1,1,1
1395,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0
1396,1,0,0,1,1,0,1,0,0,1,1,0,0,0,1,1,1,1,1
1397,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,1,1,0,0
1398,0,0,1,1,0,1,0,0,1,1,0,1,1,0,1,1,0,1,1
1399,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0
1400,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0
1401,0,0,1,0,1,0,0,0,1,0,1,0,1,1,1,1,0,0,0
1402,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,1
1403,0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,0,0,1,1
1404,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,1,1
1405,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
1406,1,0,0,1,0,0,1,0,0,1,0,0,1,1,1,1,1,0,1
1407,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0
1408,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0
1409,0,0,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,0,1
1410,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1
1411,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0
1412,1,0,0,1,0,1,1,0,0,1,0,1,1,0,1,1,1,1,1
1413,0,1,0,0,1,0,0,1,0,0,1,0,1,1,1,1,0,1,1
1414,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,0,0,1,1
1415,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0
1416,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0,1,0,1
1417,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
1418,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,1
1419,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
1420,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0
1421,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0
1422,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0,1,0
1423,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,1,0,1,0
1424,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
1425,1,1,1,0,1,0,1,1,1,0,1,0,0,0,0,0,1,1,1
1426,1,0,1,1,0,1,1,0,1,1,0,1,1,0,0,0,0,0,1
1427,0,1,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0
1428,0,1,0,1,1,0,0,1,0,1,1,0,1,1,1,1,1,1,1
1429,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1
1430,0,0,1,1,1,0,0,0,1,1,1,0,1,0,1,0,1,0,0
1431,0,0,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,0,1
1432,0,1,1,1,1,0,0,1,1,1,1,0,1,0,1,1,1,0,1
1433,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,1,0,0
1434,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0
1435,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,0,1,1
1436,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1
1437,1,1,0,1,0,1,1,1,0,1,0,1,1,0,0,0,1,1,1
1438,0,1,0,1,1,1,0,1,0,1,1,1,1,0,0,1,0,0,1
1439,1,0,1,1,1,0,1,0,1,1,1,0,0,0,1,0,1,0,1
1440,0,0,1,0,1,1,0,0,1,0,1,1,0,1,1,1,0,1,1
1441,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
1442,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1
1443,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,1
1444,0,0,1,0,1,1,0,0,1,0,1,1,1,0,0,0,1,1,1
1445,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
1446,0,0,1,0,1,1,0,0,1,0,1,1,0,1,1,1,0,0,1
1447,1,1,1,0,0,1,1,1,1,0,0,1,1,1,0,1,1,1,1
1448,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1
1449,1,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,0
1450,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1
1451,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0
1452,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0
1453,1,1,1,0,1,0,1,1,1,0,1,0,0,0,0,1,1,1,1
1454,0,0,0,1,1,0,0,0,0,1,1,0,1,1,1,0,0,1,0
1455,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0
1456,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0
1457,1,1,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,0,0
1458,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,0,1,1
1459,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,1,0,1
1460,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0
1461,0,0,0,1,0,1,0,0,0,1,0,1,1,1,1,0,1,1,0
1462,0,1,1,1,0,1,0,1,1,1,0,1,1,1,0,1,1,1,1
1463,0,1,0,1,1,1,0,1,0,1,1,1,1,0,0,0,1,1,1
1464,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,1
1465,0,0,1,1,1,0,0,0,1,1,1,0,1,1,0,0,0,1,0
1466,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0
1467,1,1,0,0,1,0,1,1,0,0,1,0,0,1,1,1,1,0,1
1468,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,1,0,1
1469,1,0,0,0,1,1,1,0,0,0,1,1,0,0,1,0,0,1,0
1470,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,1
1471,0,1,0,0,1,1,0,1,0,0,1,1,1,0,0,1,0,1,1
1472,1,1,0,0,1,1,1,1,0,0,1,1,0,1,0,1,1,0,1
1473,0,0,1,1,0,1,0,0,1,1,0,1,0,1,1,1,0,1,1
1474,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0
1475,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1
1476,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1
1477,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1478,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1
1479,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,0
1480,1,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,1,0,0
1481,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,0,0,1,1
1482,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
1483,1,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1
1484,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0
1485,0,0,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,0
1486,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,1,1,0
1487,0,1,1,1,0,1,0,1,1,1,0,1,1,0,1,0,1,0,1
1488,0,0,1,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1
1489,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,1,0,0,0
1490,0,1,1,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,1
1491,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
1492,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0
1493,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0
1494,1,1,1,0,1,0,1,1,1,0,1,0,0,0,1,1,1,0,1
1495,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1
1496,0,0,1,0,0,1,0,0,1,0,0,1,1,1,1,0,0,1,1
1497,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,0,0,1
1498,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0
1499,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0
1500,0,1,1,0,0,1,0,1,1,0,0,1,1,0,1,1,0,0,1
1501,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0,1,1,1
1502,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,1
1503,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1
1504,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,1
1505,0,0,1,0,0,1,0,0,1,0,0,1,1,1,1,1,1,0,1
1506,0,0,1,1,0,1,0,0,1,1,0,1,1,0,1,1,1,0,1
1507,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,1,0
1508,1,0,1,0,0,1,1,0,1,0,0,1,1,1,1,0,1,1,1
1509,1,0,0,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,1
1510,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,1
1511,0,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,1
1512,0,1,1,1,0,1,0,1,1,1,0,1,1,1,0,1,0,0,1
1513,0,1,0,0,1,1,0,1,0,0,1,1,0,1,1,1,0,1,1
1514,0,0,0,1,0,1,0,0,0,1,0,1,1,1,1,0,1,1,0
1515,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1
1516,1,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0
1517,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0
1518,0,1,0,1,1,1,0,1,0,1,1,1,0,1,0,0,1,0,1
1519,1,0,0,1,0,0,1,0,0,1,0,0,1,1,1,0,0,1,1
1520,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,1
1521,1,0,1,1,1,0,1,0,1,1,1,0,1,0,0,1,0,0,1
1522,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,0,1
1523,0,1,0,1,1,0,0,1,0,1,1,0,1,1,0,0,0,1,1
1524,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1,0,0,1,1
1525,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,1
1526,0,0,1,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1
1527,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0
1528,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,1,1,0,0
1529,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
1530,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,1
1531,1,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,1,0,0
1532,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1
1533,1,0,0,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0
1534,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0
1535,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,1,0
1536,1,1,1,0,1,1,1,1,1,0,1,1,0,0,1,1,0,0,1
1537,0,0,1,0,0,1,0,0,1,0,0,1,1,1,0,0,1,0,1
1538,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,1
1539,1,0,0,1,1,1,1,0,0,1,1,1,0,0,1,0,1,1,1
1540,0,0,1,1,0,1,0,0,1,1,0,1,1,0,1,1,1,1,1
1541,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1542,0,1,1,1,0,1,0,1,1,1,0,1,1,0,1,1,0,0,1
1543,1,1,1,0,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1
1544,0,0,0,1,1,1,0,0,0,1,1,1,1,0,0,1,1,0,0
1545,1,0,0,0,1,1,1,0,0,0,1,1,1,1,0,1,1,1,0
1546,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,0,0,1
1547,1,1,1,0,1,1,1,1,1,0,1,1,0,0,1,0,0,0,1
1548,0,1,0,1,1,0,0,1,0,1,1,0,0,1,1,1,1,1,1
1549,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,1,1,1,0
1550,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
1551,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0
1552,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0
1553,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,1,1,0,0
1554,1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,1
1555,1,0,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,0,1
1556,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1
1557,1,1,0,1,0,0,1,1,0,1,0,0,0,1,1,1,0,0,1
1558,0,0,1,1,1,1,0,0,1,1,1,1,0,1,0,0,1,1,1
1559,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0
1560,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,1,1,0
1561,0,1,0,1,1,1,0,1,0,1,1,1,1,1,1,0,0,0,1
1562,1,0,1,1,1,1,1,0,1,1,1,1,0,1,0,0,1,1,1
1563,1,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1
1564,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1
1565,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1
1566,0,1,0,0,1,1,0,1,0,0,1,1,0,1,1,0,0,0,1
1567,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
1568,1,1,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0
1569,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0
1570,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1
1571,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1
1572,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1,1,0
1573,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,1,0,1
1574,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0
1575,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1
1576,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
1577,0,0,0,1,1,0,0,0,0,1,1,0,1,1,1,0,1,1,0
1578,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,1,0,1
1579,1,1,1,0,1,1,1,1,1,0,1,1,0,0,1,0,0,1,1
1580,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
1581,1,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,1,1
1582,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1
1583,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,1
1584,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0
1585,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,1,1
1586,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1
1587,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0
1588,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0
1589,0,1,0,1,1,1,0,1,0,1,1,1,1,0,0,0,1,1,1
1590,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,1,0,0,0
1591,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,1
1592,0,0,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,1,1
1593,1,1,1,0,1,0,1,1,1,0,1,0,0,0,0,1,0,1,1
1594,1,0,1,1,0,1,1,0,1,1,0,1,1,1,0,0,0,1,1
1595,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0
1596,1,0,1,1,1,0,1,0,1,1,1,0,1,0,0,0,1,0,1
1597,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0
1598,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
1599,1,1,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,1,0
1600,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,0,0,1,1
1601,1,1,1,0,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1
1602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
1603,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1
1604,0,1,1,0,1,0,0,1,1,0,1,0,0,0,0,1,1,0,1
1605,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,1,1,1,1
1606,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
1607,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1
1608,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,1,1,1,1
1609,1,0,0,1,0,1,1,0,0,1,0,1,1,0,1,1,1,1,1
1610,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0
1611,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,0,1,1,0
1612,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0
1613,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1
1614,0,1,0,1,1,1,0,1,0,1,1,1,0,1,0,1,0,1,1
1615,1,1,1,0,0,1,1,1,1,0,0,1,0,1,1,0,0,1,1
1616,0,0,1,1,1,0,0,0,1,1,1,0,0,1,1,0,0,1,0
1617,0,1,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,1
1618,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,1,1,0,0
1619,1,0,1,0,1,1,1,0,1,0,1,1,1,1,1,0,0,0,1
1620,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1,1,1,1,1
1621,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1622,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0
1623,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,1,0,1
1624,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,1,0,0
1625,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0
1626,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0
1627,0,0,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,1
1628,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,1,1,1,1
1629,0,0,1,0,1,1,0,0,1,0,1,1,1,1,1,1,0,0,1
1630,1,1,0,0,1,1,1,1,0,0,1,1,0,1,0,0,1,1,1
1631,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
1632,0,1,1,0,1,0,0,1,1,0,1,0,0,1,1,1,1,0,1
1633,1,1,0,1,1,0,1,1,0,1,1,0,0,0,0,0,1,1,1
1634,0,0,0,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,0
1635,0,1,0,1,1,1,0,1,0,1,1,1,0,0,1,1,1,0,1
1636,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1,1,0,1,0
